question_id,question,reference,dataset_name
2hop__104095_40501,How many refugees emigrated to the country that Clara Peeters is a citizen of?,"75,000 to 100,000",musique
2hop__89460_75184,Who in Back To The Future played the girlfriend of the character played by the actor playing marty's daughter in back to the future 2?,Claudia Wells,musique
2hop__37097_53663,Where is the river where the majority of Egyptians lived located in the world?,northeastern Africa,musique
2hop__252521_80650,Who played the character in the Santa Clause 3 that has a series named after it that includes Frost at Christmas?,Martin Short,musique
4hop1__88342_49853_128008_46894,Who has the lowest batting average in the league that the team that has won the most titles from the competition they give out MVP awards plays for?,Bill Bergen,musique
3hop1__136852_30587_83479,What was the main goal of Germany in the battle of the ocean region adjacent to the city where The Golden Palace is set?,to stem the flow of merchant shipping that enabled Britain to keep fighting,musique
3hop1__186307_503371_21711,When was the Palau de la Generalitat constructed in the city where Martin from where Jaulin is located died?,built in the 15th century,musique
3hop2__132957_593597_40768,"When did the maker of Acura Legend, the manufacturer of Scion Fuse and Nissan open US assembly plants?",1981,musique
3hop1__497845_629431_64412,When did the place where the author of Princeps Pastorum died become its own country?,11 February 1929,musique
2hop__312223_144857,What city was the author of What We Talk About When We Talk About love born in?,Clatskanie,musique
3hop2__132957_76377_40768,"When did Nissan, the Acura Legend maker and the top selling car brand open US assembly plants?",1981,musique
4hop1__3496_5274_458768_33633,What date did the explorer reach the location of the headquarters of the only company larger than BMG's partner from 2005-2007?,"August 3, 1769",musique
2hop__30905_213732,"Who is the child of the person who sponsored the resolution to reopen trade with Vietnam, along with Kerry?",Meghan McCain,musique
3hop2__90098_84553_10557,"What was the form of the language where the last name Sylvester originates, used in the era of the individual crowned Emperor of the Romans in 800, later known as?",Medieval Latin,musique
3hop1__161507_160713_77246,What is the meaning of the word that is also a majority religion in the area that became India when the country where Masherbrum is located was created in the Arabic dictionary?,the country of India,musique
2hop__235471_565925,What record label did the performer of The Place and the Time belong to?,Columbia Records,musique
2hop__32541_85460,What is the median household income for people today of the same country as the witness to the Blitz?,"$59,039",musique
2hop__998_25855,What does dell call the feature letting the interface replacing FireWire in later iterations of the iPod drives to remain powered when the computer is off?,PowerShare,musique
3hop1__726561_132457_47686,Where do greyhound buses leave from in the city the performer of Born a Lion formed in?,Toronto Coach Terminal,musique
3hop2__28476_14777_9331,"What dissolved the privileges in Poland of the empire that controlled Estonia during The Great Awakening, the Kingdom that acquired some Thuringian territory in 1815, and the Habsburg Monarchy?",March Constitution of Poland,musique
2hop__29191_80144,Who became the president of Frederic Chopin's original country in 1990?,Lech Wałęsa,musique
3hop1__133292_40769_64047,When did the RX 350 from The Hino Dutro creator's luxury division change body style?,Sales began worldwide in April 2012,musique
2hop__60001_512508,What did the person who discovered that all atoms of an element have the same number of protons participate in?,Manhattan Project,musique
2hop__487706_40501,How many refugees emigrated to the participant of Battle of Kentish Knock?,"75,000 to 100,000",musique
4hop1__429751_32392_823060_610794,What county is the city that shares a border with the state capital of the state where Purrysburg is located?,Richland County,musique
3hop1__268450_503371_21711,When was the Palau de la Generalitat built in the city in which died the man called Martin of the region of Spain where Berdejo is located?,built in the 15th century,musique
2hop__256336_714772,Who is the spouse of a cast member from King of the Mountain?,Lisa Rinna,musique
2hop__227031_144857,What is the name of the city where Tess Gallagher's spouse was born in?,Clatskanie,musique
3hop1__857_846_7770,Where does the Yangtze River flow in the city where the Yongle emperor greeted the person to whom the edict was addressed?,past the west side and then north side,musique
3hop1__390673_228453_86925,What is the manufacturer of the Kentucky Tavern headquarters location saints symbol called?,fleur - de-lis,musique
4hop3__316459_41402_145282_13584,"Besides areas of the country that gained control of Florida after the conflict Charles Edmund Nugent participated in, what other differences are there between Paco Godia's birthplace and Real Madrid?",two cities,musique
2hop__62369_84616,"What did the singer of ""Moon River"" in the movie Breakfast at Tiffany win a Tony for?",for Best Performance by a Leading Actress in a Play in Ondine,musique
3hop1__79039_131926_87157,What is the direction of flow of the body of water by the home of the juicy lucy?,rises in northern Minnesota and meanders slowly southwards,musique
2hop__696442_51329,What movie did Lauren Bacall's spouse win his only Oscar?,The African Queen,musique
4hop1__17192_17130_70784_61381,When was the region immediately north of the region where the country that secured southern Lebanon is located and the Persian Gulf established?,1932,musique
3hop1__313670_42197_18397,Another world leader said that Vladimir Rapoport's country was imperialist. Where did that leader announce that he would intervene in the Korean conflict?,the Politburo,musique
2hop__73921_807969,The BBC Footballer of the Year is a member of which team?,Egypt national football team,musique
2hop__725233_150107,Who published Communications of the publisher of the Mobile Computing and Communications Review?,Association for Computing Machinery,musique
3hop2__326964_573858_7713,How long had China Sunergy's headquarters location been the capitol city of Yaxing Coach's headquarters location?,about 400 years,musique
2hop__83800_747874,Who's the sibling of the player who won the men's wimbledon championship 2016?,Jamie Murray,musique
2hop__57638_72467,What team picked the highest point average holder in NBA history in the NBA draft?,Seattle SuperSonics,musique
4hop3__857_846_613770_7713,How long was the place where the Yongle Emperor greeted the person to whom the edict was addressed the capitol of the area where Guangling District was located?,about 400 years,musique
2hop__367318_7292,"What artist was featured on Smooth Jazz Stations, along with Kenny G and the performer of The Dance?",George Benson,musique
2hop__40970_90367,What was the role of God in the Biblical crossing of the sea where herbivorous fishes have been seen feeding on gelatinous zooplankton?,the Red Sea was parted by God,musique
3hop1__147225_30587_83479,What was Germany's goal in the Battle of the ocean adjacent to the city Herbert Saffir died in?,to stem the flow of merchant shipping that enabled Britain to keep fighting,musique
2hop__6956_192417,The league the New England Patriots belongs to is an example of what?,sports league,musique
3hop2__304722_238553_63959,When was the last time Peter Till's sports team beat the winner of the 1894-95 FA Cup?,1 December 2010,musique
3hop1__768500_730460_70315,Where did Katrina hit the hardest in the Toussaint performer's birthplace?,the city of New Orleans,musique
3hop2__781093_467331_162182,In what region of the country where Lam Thao is located is the city where the Zone 5 Military Museum can be found?,South Central Coast,musique
2hop__269766_43945,Common Sense which was written by the author of The Age of Reason was an important work because?,crystallized the rebellious demand for independence from Great Britain,musique
2hop__60336_169233,What award did the actor who played Peter Pan in the movie Hook receive?,Academy Award for Best Supporting Actor,musique
2hop__445963_6098,Over how many slaves ended up getting emancipated on the birth place of Francis Watson?,800,musique
2hop__21075_5028,What was the average per capita GVA in 2013 of the country which created Burma's academic system?,"£23,755",musique
4hop3__312119_132409_371500_35031,"Among the top five largest urban areas in the state where Getting Away with Murder's performer was formed, where does Veoh's headquarters city rank?",third-largest,musique
2hop__2613_59409,The rapper who owns Aspiro was inspired by what when writing Song Cry?,three different relationships he had in the past,musique
2hop__21103_16334,"In a 2010 study, what modern population is most closely related to the group that represents the majority of modern Jewry?",modern-day Italians,musique
2hop__827940_277334,Which child of the author of One More Time helped adapt it into a play?,Carrie Hamilton,musique
2hop__243084_523417,What is the anime that has Seta Sōjirō an instance of?,OVA,musique
2hop__58939_189318,Where was Obama's opponent in his first election educated?,National War College,musique
3hop2__326964_7845_7713,How long had the home of some of the country's most prominent art groups been the capitol city of Yaxing Coach's headquarters location?,about 400 years,musique
3hop1__280834_547811_80702,What is the name of the famous bridge in the birthplace of Bajazet's composer?,Rialto Bridge,musique
2hop__821368_14251,What line by a cast member of Doing His Bit is believed to have started the archie nickname?,"""Archibald, certainly not!""",musique
2hop__223823_29905,How many mandatory transmitters of the Canadian Broadcasting Centre's owner were updated before the deadline?,only about half,musique
2hop__123145_66723,who was the first black student admitted to the university that Stewart Patridge attended?,James Howard Meredith,musique
3hop1__159728_91191_156667,What was the name of the spouse of the first convert to the most prevalent religion in Jordan?,Khawlah bint Ja'far,musique
3hop1__158139_19788_15107,What percentage of Eritrea adheres to the religion widely practiced where suicides by females are more common in young than old?,48%,musique
2hop__75207_7363,At what local time does the country where Fuser and Alberto meet the indigenous couple traveling to look for work change their clocks for DST?,24:00,musique
2hop__528263_865831,In which county is Kimbrough Memorial Stadium located?,Randall County,musique
2hop__104095_40502,Before this emigration what was the population of Clara Peeters's country of citizenship?,2 million,musique
2hop__719184_55227,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,musique
3hop1__823336_228453_86925,What is the symbol of the Saints from the headquarters location of Ten High's manufacturer called?,fleur - de-lis,musique
2hop__42578_55840,Who played the monarch at the end of WW2 in The King's Speech?,Colin Firth,musique
2hop__152700_141308,"What company is the record label for Oh Woman, Oh Why a part of?",Apple Corps,musique
4hop2__71753_648517_70784_79935,When was the region immediately north of the region where Israel is located and the location of the Battle of Qurah and Umm al Maradim created?,1930,musique
3hop1__273571_834494_34053,What was the wettest year for the city in the same county as Summit?,1905,musique
2hop__166824_185403,What league does the team that plays in Stadio Ciro Vigorito play for?,Lega Pro Prima Divisione,musique
2hop__108158_83769,"Who was played by the creator of Push, Nevada in Dazed and Confused?",Fred O'Bannion,musique
2hop__37353_23241,"According to Pew in 2010, what percent of Nigeria's population was the people who conquered the Eastern provinces of the Byzantine empire?",48.8 percent,musique
4hop3__324979_836463_161616_77103,When did the birthplace of Ah Via Musicom's performer become the capital of the state Knowles is from?,1839,musique
2hop__402530_774333,What other county does the county where Imperial is located share a border with?,Crockett County,musique
3hop1__691197_15840_36014,What was Nintendo's limit on games per developer per year on the platform of Yoshi?,five,musique
3hop1__9285_5188_6375,"Who was the first person to control a spacecraft, from the country the top-ranking Warsaw Pact operatives came from, despite it being headquartered in the country called the nobilities commonwealth?",Gherman Titov,musique
2hop__226204_69048,Who is the chief judge of Friday Osanebi's birthplace?,Honorable Justice Abiodun Smith,musique
2hop__137061_45752,Why does the place where Step Up Revolution takes place have a duck for a mascot?,when the school's yearbook chose its name to be ``The Ibis,musique
3hop1__617062_127905_46894,Who has the lowest batting average in the league that Jim Wilson's team plays for?,Bill Bergen,musique
2hop__115515_779396,Where was the creator of the Lap Engine educated?,University of Glasgow,musique
4hop2__9988_261673_70784_61381,The country in what was the Near East and bordering the sea over which shamal winds blow was established when?,1932,musique
4hop1__310029_153080_159767_81096,Who won the Indy Car Race in the largest city and capital of the state where the performer of Jazz Portraits: Mingus in Wonderland is from?,Mario Andretti,musique
3hop1__273571_834494_33939,What was the population in 1900 of the city that shares a county with Summit?,"7,531",musique
2hop__57638_90991,Who was picked over the player with the highest point average in NBA history in the draft?,Greg Oden,musique
4hop1__344155_378185_282674_759393,What is the seat of the county sharing a border with the county with a town to which KRSU is licensed to broadcast?,Green Bay,musique
2hop__620853_22458,What does the name of the organization the Haiti national football team belongs to stand for?,International Federation of Association Football,musique
2hop__702496_430061,What county was Tim Dubois born in?,McDonald County,musique
4hop1__567737_141375_458768_33637,How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?,two,musique
3hop1__609479_503371_21711,When was the Palau de la Generalitat built in the city in which died the man called Martin of the region of Spain where Bijuesca is located?,built in the 15th century,musique
2hop__41158_22946,Who said one of the greatest thinkers was the person who proposed explanations for the origins of earthquakes and the formation of mountains?,George Sarton,musique
2hop__691455_64006,By how much of the population of the region where Baton a feu originated reduced by the black death?,30% to 65%,musique
2hop__8496_21567,Who introduced a system of musical notation used during the 14th century in the place where there is no evidence of a Slavic settlement before c. 600 AD?,John Kukuzelis,musique
3hop1__586087_339990_54675,"What mountains can you see from Portland, in the state with the county where McCauley Mountain is located?",Tualatin Mountains,musique
3hop1__545624_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the original broadcaster of Here and Now, is the other major broadcaster based in NY?","February 7, 2018",musique
4hop2__567956_14670_8987_8529,"Normalization occurred in Country A that invaded Country B because the military branch that Air Defense Artillery is part of was unprepared. when was the word ""Slavs"" used in the national anthem of Country B?",1943–1992,musique
2hop__9223_9237,When did the first mosque open in the place where Tobolar Copra plant is located?,September 2012,musique
3hop2__326964_811351_7713,How long had Lijia Zhang's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,musique
2hop__40697_46621,When was the celestial object that eluded efforts to measure oxygen discovered to be the center of the solar system?,as early as the 3rd century BC,musique
3hop1__147135_159767_81096,Who won the Indy car race in the largest city and the state capital of the death state of Cochise?,Mario Andretti,musique
4hop1__9007_698949_157828_162309,When did the country with a co-official language used in the film titled after the city that is the final resting place of Tito first attend the Olympics games?,2016,musique
3hop1__857_846_7791,How many parties rule the city where the Yongle emperor greeted the person to whom the edict was addressed?,one-party,musique
3hop2__304722_466316_63959,When was the last time the team that Arthur James was a member of beat the 1894-95 FA cup winner?,1 December 2010,musique
3hop2__90327_89854_76291,When did the party that holds the majority in the House of Representatives take control of the organization that approves the members of the U.S. cabinet before their appointment?,January 2015,musique
3hop2__326964_846_7713,How long had the city where the Yongle Emperor greeted the Karmapa been the capitol city of Yaxing Coach's headquarters location?,about 400 years,musique
2hop__68162_482364,Who was the father of the leader of the Argonauts in the search for the golden fleece?,Aeson,musique
2hop__358582_189042,What is the record label of the Thrill of a Lifetime performer?,New Renaissance Records,musique
2hop__60229_1783,Who was mayor of New York when the first cake mix came out?,Fiorello La Guardia,musique
2hop__1845_38366,What is the population of the borough that contains the neighborhood of Riverdale?,"1,438,159",musique
4hop1__571599_49925_13759_736921,Where is the district that the person who wanted to reform and address Medardo Joseph Mazombwe's religion preached a sermon on Marian devotion before his death located?,Saxony-Anhalt,musique
2hop__278022_71701,what year did the Japanese get to city where Wang Yue died and the rest of Guangdong province?,November 5,musique
3hop1__617062_127905_87812,When is the opening day of the league that Jim Wilson plays for?,"Thursday, March 29",musique
4hop2__105527_14670_8987_8974,Country A developed the ZH-29 and invaded Country B because their military branch that the Air Defense Artillery is a branch of was unprepared. Country B was the only communist country to have an embassy where?,Alfredo Stroessner's Paraguay,musique
2hop__559076_55984,Who wrote the song The Story sung by the performer of Give Up the Ghost?,Phil Hanseroth,musique
3hop2__30956_65244_84681,"When did the people who controlled New York before it became an English colony, come to the country where John Kerry's yacht was built?",13 December 1642,musique
4hop3__426860_88460_30152_20999,How were the same people who the Somali Muslim Ajuran Empire declared independence from expelled from the natural boundary between Thailand and the country where That Dam is found?,The dynasty regrouped and defeated the Portuguese,musique
2hop__809096_491515,Where did William Beckford's child die?,Bath,musique
3hop2__326964_265410_7713,How long had Anhua Gao's birthplace been the capitol city of Yaxing Coach's headquarters location?,about 400 years,musique
3hop1__108833_720914_41132,How many times did the plague occur in the city where the painter of The Bacchanal of the Andrians died?,22,musique
2hop__444265_82341,In what part of Florida is Tom Denney's birthplace located?,in Northern Florida,musique
2hop__476927_31270,How far is Hod Lisenbee's place of death in TN from Nashville?,45,musique
3hop1__518381_709625_84283,Who owns the record label of the Lovin' All Night performer?,Warner Music Group,musique
2hop__80546_75184,Who played the girlfriend of the actor who played Marlene McFly in Back to the Future?,Claudia Wells,musique
3hop1__804367_160713_77246,What is the meaning of the word that is also the majority religion in the area that became India when the country where Kot Haibat is located was created in the Arabic dictionary?,the country of India,musique
2hop__85713_72187,"The actor who played Thelma in ""Thelma and Louise"" also played which character in ""A League of Their Own""?",Dottie Hinson,musique
4hop1__93601_46196_497223_15840,What is the abbreviated name of the exclusive platform of the video game named for the league with a halftime event just before the publishers clearing house sweepstakes drawing.,NES,musique
3hop1__161433_33952_33939,"In 1900, what was the population of the second largest city, in the state that the cross-border transactions committee focuses on?","7,531",musique
3hop1__109196_720914_27537,Why did Roncali leave the place of death of the creator of Malchiostro Annunciation?,for the conclave in Rome,musique
3hop2__101905_30152_20999,How were the people that the Ajuran Empire declared independence from by minting coins expelled from David Htan's country?,The dynasty regrouped and defeated the Portuguese,musique
2hop__30390_36634,How many groups were involved in the war when Hayek started working on Abuse of Reason?,two alliances,musique
3hop2__20335_82856_9331,"What dissolved the privileges in Poland of the empire that helped the patriots during the Revolutionary War, the Kingdom that acquired some Thuringian territory in 1815, and the Habsburg Monarchy?",March Constitution of Poland,musique
3hop1__120881_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which released Stand Against Fear, is the other major broadcaster based in NY?","February 7, 2018",musique
2hop__2299_1783,Who was New York's mayor during the book's historical period?,Fiorello La Guardia,musique
3hop1__801799_547811_41132,How many times did plague occur in the birth city of the composer of La fida ninfa?,22,musique
4hop2__161602_426860_88460_20985,what is the largest city the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located?,largest city is Yangon (Rangoon),musique
2hop__31585_61048,Who was the US physicist who directed the project that developed the first atomic bomb at the same place where Feynman worked on Water Boiler?,Robert Oppenheimer,musique
3hop1__418091_15840_36002,What were Genesis's advantages over the platform that plays Bigfoot?,built on 16-bit architectures and offered improved graphics and sound,musique
3hop1__617062_127905_92225,When is the opening day of the season of the league that Jim Wilson's team plays for?,"March 29, 2018",musique
3hop2__809962_89048_66294,Who played the man named identically to the singer of Is She Really Going Out With Him in the movie about the composer of Speechless?,Lawrence Hilton - Jacobs,musique
2hop__152027_141308,What is the parent company of the record label releasing Cold Turkey?,Apple Corps,musique
4hop3__661103_698586_91248_54362,Who burned down the city where Dunn Dunn's recording artist died during the conflict after which the government got involved in healthcare?,Confederate Gen. John Bell Hood,musique
4hop3__129682_29339_508306_70744,Who won more national championships between the university that contains Fort Hill and the university of the state where Edwards won the primary besides the state where WSFN is located?,University of South Carolina,musique
3hop1__145290_443779_52195,Who is the president of the new country who has jointly established a Commission on Truth and Friendship with the birth country of Satyo Husodo?,Francisco Guterres,musique
4hop1__152028_141441_458768_33633,When did the explorer reach the headquarters location of the group Con-Test's record label is part of?,"August 3, 1769",musique
3hop1__128516_30587_83479,What was Germany's main goal in the battle of the ocean adjacent to the US city having WEDR?,to stem the flow of merchant shipping that enabled Britain to keep fighting,musique
2hop__63214_319330,Who is the child of the president under whom prohibition occurred?,Jessie Woodrow Wilson,musique
2hop__796221_18803,What did MV Rapana's owner announce it was the process of doing in April 2010?,trying to find a potential buyer for all of its operations in Finland,musique
2hop__810411_159673,"What other film is the cast member of Now You See Him, Now You Don't a character for?",The Hateful Eight,musique
2hop__669160_139339,What was the director of Addicted to Love nominated for?,Academy Award for Best Live Action Short Film,musique
2hop__53147_7298,"Along with the subject of Katy Perry's The One Who Got Away, what notable pop artist started out his career on adult contemporary radio?",Michael Bublé,musique
3hop1__635099_131926_89261,Where does the body of water by the city where Write This Down was formed empty into the Gulf of Mexico?,the Mississippi River Delta,musique
3hop1__346416_831637_91775,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, and also operates NC?","Sea, Air, and Land",musique
2hop__45126_807969,Which team is the highest goal scorer in EPL this season a member of?,Egypt national football team,musique
2hop__64175_90973,Who did the original voice of the character Mila Kunis plays on Family Guy?,Lacey Chabert,musique
2hop__517145_367341,Who is the child of the cast member of Green Ice?,Tatum O'Neal,musique
4hop1__525129_315334_131926_89261,"Where into the Gulf of Mexico does the body of water by the city where the Lots More Blues, Rags and Hollers performer was formed empty?",the Mississippi River Delta,musique
2hop__6745_6731,What two dialects does the /u/ remaining distinct in this form of Catalan include?,Northwestern Catalan and Valencian,musique
2hop__450600_158262,When did the author of The Rise and Fall of the Confederate Government end his fight in the Mexican-American War?,1848,musique
2hop__683835_709167,What award did the author of The Red Tree receive?,Academy Award for Best Animated Short Film,musique
2hop__39954_80303,What is the name of the game reserve in the country where hunters spend 50 to 100 times more than the average ecotourist?,The Selous Game Reserve,musique
3hop2__38242_92991_76291,When did the party with majorities in Congress prior to the 1954 elections gain control of the body which determines rules of the US House and US Senate?,January 2015,musique
4hop2__161602_426860_88460_86452,When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?,1989,musique
3hop2__57233_105140_56883,"During the war in which The Things They Carried is set, when was conscription introduced by the country where the film Grievous Bodily Harm was later released?",1964,musique
4hop1__151903_5274_458768_33637,How many ethnic minorities were looked at differently where the only group larger than the record label of The Lost Trident Sessions is headquartered?,two,musique
2hop__135336_461854,Who was Suzanne Farrington's mother's spouse?,Laurence Olivier,musique
2hop__813461_31270,How many miles are there between Nashville and the place in Tennessee where Mark Day was born?,45,musique
4hop1__3496_5274_458768_33677,When was the most recent Bicycle Friendly Community Award given to the city where the headquarters of the only group larger than the company BMG partnered with in 2005-07?,2013,musique
2hop__63982_768138,Who is the sibling of the actor who played Joey on Gimme a Break?,Matthew Lawrence,musique
2hop__554167_451128,Who is the child of the Victim of Romance performer?,Chynna Phillips,musique
3hop2__132957_800948_40768,"When did the maker of the Acura Legend, the employer of Katsuaki Watanabe, and Nissan open US assembly plants?",1981,musique
2hop__307218_161450,In what part of the country is Minudasht County?,in the north-east of the country south of the Caspian Sea,musique
2hop__538735_3296,What former contestant did the performer of Addicted ask to marry him?,Diana DeGarmo,musique
3hop2__222979_132536_40768,"When did Nissan, the HPD ARX-03 maker and the Scion owner open US assembly plants?",1981,musique
2hop__711946_269414,What record label is the performer who released All Your Faded Things on?,Kill Rock Stars,musique
3hop2__36852_326964_7713,How long had the city the Qing lost in 1853 been the capitol city of Yaxing Coach's headquarters location?,about 400 years,musique
3hop1__617062_127905_67954,Who won the All-Star MVP for the league that the team that Jim Wilson plays for is a part of?,Alex Bregman,musique
4hop1__46196_497223_15840_36014,What was Nintendo's limit on games per developer per year for the platform supporting the video game named after the sports organisation in charge of the Super Bowl halftime show?,five,musique
3hop1__764280_834494_34053,What was the wettest year of the administrative territorial entity that contains the administrative territorial entity where Drexel Heights is located?,1905,musique
2hop__121386_37168,"According to QS World University Rankings, where does the college that Ibrahim Shihata attended rank?",551-600,musique
4hop1__107309_457883_650651_7262,The Embassy of the country where palitaw comes from is found in Bandar Seri Begawan in Country A. Who was a prominent figure at the radio division of the creator of The Biggest Loser at Country A?,Walter Sabo,musique
2hop__64537_482364,Who is the father of the man with the same name as the Big Brother hot dog challenge winner?,Aeson,musique
2hop__650138_22402,How many students attend the school where Max Huber attended?,"nearly 25,000",musique
2hop__862994_69048,Who is the chief judge at Gloria Kemasuode's birthplace?,Honorable Justice Abiodun Smith,musique
2hop__631139_75487,Who is the federal leader of the party in which John Lynch-Staunton held a position?,Andrew Scheer,musique
2hop__21103_16254,"By 1931, what percentage of the world's Jews were the group of Jews that represented the bulk of modern Jewry?",92 percent,musique
4hop1__163763_49925_13759_736921,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,Saxony-Anhalt,musique
2hop__807257_590611,Who is a cast member of the show that contains the character Michael Knight?,Deanna Russo,musique
4hop3__650050_88460_30152_20999,How were people from whom the new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the natural boundary between Thailand and A Doi's country?,The dynasty regrouped and defeated the Portuguese,musique
4hop1__342858_131850_33952_34109,What is the PBS station in the second largest city in the state where Yuma's Library District is located?,KUAT-TV 6,musique
2hop__695364_513121,Who is the child of the male star of the 1921 film Money?,Anthony Ainley,musique
3hop1__222497_309482_41132,How many times did plague occur in Al gran sole carico d'amore's composer's work location?,22,musique
4hop3__719125_132409_223216_35031,"In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?",third-largest,musique
4hop1__580153_49925_13759_736921,Where is the district that the person who wanted to reform and address the religion that practices candidacy preach a sermon on Marian devotion before his death located?,Saxony-Anhalt,musique
2hop__62020_158262,When did the president of the Confederacy end his fight in the Mexican-American war?,1848,musique
2hop__766973_770570,What county is Erik Hort's birthplace a part of?,Rockland County,musique
2hop__75714_148696,What is the position of the first governor general of India?,Governor-General of India,musique
2hop__29367_29376,What event caused the Liberal Party of Australia's longest-serving leader to become Prime Minister?,Lyons' death in 1939,musique
2hop__263728_705527,Who is the father of the father of Anwer Ali?,Ahmad Shah Bahadur,musique
3hop2__569322_223623_162182,In what region of the country of S-Fone is The place of birth of John Phan located?,South Central Coast,musique
2hop__271045_68633,Who is the president of the organization Julio Maglione is located?,Thomas Bach,musique
2hop__24441_36630,What countries found their economic growth in the period young boys were employed in the glass making industries?,United Kingdom and Prussia,musique
2hop__95673_62765,who did the leading actor in Sammy Going South play in the ten commandments?,Dathan,musique
2hop__816977_6455,The developer of Mozilla Sunbird created which browser?,Firefox,musique
2hop__362912_97805,Which was did the operator of the Jurmo class landing craft serve in?,Winter War,musique
2hop__503085_110222,When was the painter of Femme nue couchée born?,10 June 1819,musique
4hop2__9988_685934_70784_61381,"When was the country established that lies north of the region that prevailed with the disgrace of the ""Near East"" and the body of water containing The World islands?",1932,musique
2hop__92051_827343,Who is the sibling of the actress who played Susan Walker in Miracle on 34th street?,Lana Wood,musique
2hop__60880_87295,Who does the actor who plays Nanny in Eloise at Christmastime play in Princess Diaries?,Queen dowager Clarisse Renaldi,musique
2hop__599396_19320,What worldwide ranking does Javier Barros Sierra's employer hold?,74th,musique
4hop3__673447_132409_145082_35031,"Among the top five largest urban areas in the state where Infest's performer was formed, where does Tammy Leitner's birth city rank?",third-largest,musique
4hop1__88342_75218_128008_80487,When is the all-star game of the league whose member played in the most championship series which proceed the MVP award?,"July 11, 2017",musique
2hop__263638_69048,Who is the Chief Judge of the Tebesa Nemine's birthplace?,Honorable Justice Abiodun Smith,musique
2hop__16632_110014,What year was the person who described the use of bitumen and pitch to tar ships born?,1517,musique
2hop__46862_68042,"When did the political party that favored harsh punishment of southern states after the Civil War, gain control of the House?",the 2010 election,musique
3hop1__141138_2053_52946,"When is Celebrity Big Brother coming to the network which, along with ABC and the network which broadcasted The Chisholms, is the other major broadcaster based in NY?","February 7, 2018",musique
2hop__123148_5385,How many people work in Susan Winchester's alma mater?,"11,900",musique
3hop1__813285_774554_124169,What year did the post end of Governor of the city where the author of Quadragesimo Anno died?,1952,musique
2hop__161915_78851,which professional sports team would you not see play a home game in the arena where the last place Cream performed?,Brooklyn Nets NBA,musique
2hop__605207_135019,Who is the mother of Andreogeus' father?,Europa,musique
3hop1__278222_42197_18397,"Where did the leader who argued that the country of citizenship of Vladimir Lefebvre had become imperialist, declare that he would intervene in the Korean conflict?",the Politburo,musique
2hop__495316_660579,"What is the capital of the county which contains Hickory Grove Estates, Mississippi?",Starkville,musique
2hop__6736_6733,To what division does the place where the most speakers are found belong?,Eastern block,musique
2hop__77233_33207,How did did the people fare during the reign of the abolisher of sati partha in India?,a long period of prosperity for the British people,musique
2hop__83460_456238,This is an instance of who was named commander in chief of texas forces by the new national government of texas National Forest?,United States National Forest,musique
3hop1__829944_474097_84283,Who is the owner of the record label that the performer of Better Than Me is signed with?,Warner Music Group,musique
4hop1__152562_5274_458768_33633,When did the explorer reach the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,"August 3, 1769",musique
2hop__135963_486257,The scientist that the GHZ experiment is named for is in what field of work?,physic,musique
3hop1__222979_40769_64047,When did the RX 350 from the Scion owner's luxury division change body style?,Sales began worldwide in April 2012,musique
2hop__87953_17335,When did the winner of the Battle between Poras and Sikander die?,323 BC,musique
2hop__32254_84601,When did the spacecraft that detected storms on Neptune leave our solar system?,"August 30, 2007",musique
3hop1__545624_2053_5289,"What UK label was bought by the company which, along with ABC and the network which broadcasted Here and Now, is the other major broadcaster based in NY?",Oriole Records.,musique
4hop1__463635_624859_355213_203322,What county shares a border with the county where the birthplace of Tonight You're Mine's performer is located?,Cabarrus County,musique
2hop__14_59409,Who was Beyonce's husband talking about in the the song Cry?,three different relationships he had in the past,musique
3hop2__132957_483843_40768,"When did the maker of the Acura Legend, the manufacturer of Scion bbX and Nissan open US assembly plants?",1981,musique
3hop1__163024_443779_52195,Who is the president of the newly declared independent country that has a Commission of Truth and Friendship with the country where Ambelau is located?,Francisco Guterres,musique
3hop1__438364_443779_52195,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Kotamadya is located?,Francisco Guterres,musique
3hop1__107540_720914_27537,Why did Roncalli leave the place of death of the maker of The Gozzi Altarpiece?,for the conclave in Rome,musique
2hop__44522_58556,The food safety system of the agency that has the authority to decide if a drug is marketed otc or prescription is known as?,Food Safety Modernization Act (FSMA),musique
2hop__76402_653666,Who is the mother of the founder of Mormonism?,Lucy Mack Smith,musique
2hop__208602_11402,"According to the developer of Topologically Integrated Geographic Encoding and Referencing, what is the total area of Atlantic City in square miles?",17.037 square miles,musique
